method,cluster_distance,cluster_std,simple_precision,simple_recall,simple_f1,simple_accuracy,extended_precision,extended_recall,extended_f1,extended_accuracy,precision_ratio,recall_ratio,f1_ratio,accuracy_ratio
Agglomerative (Hierarchical),1.5,0.7000000000000002,0.987146529562982,0.768,0.8638920134983127,0.879,0.05454545454545454,0.048,0.05106382978723404,0.108,0.055255681818181815,0.0625,0.059109042553191486,0.12286689419795221
GMM (Probabilistic),1.5,0.7000000000000002,0.9489795918367347,0.93,0.9393939393939394,0.94,0.9429735234215886,0.926,0.934409687184662,0.935,0.9936710246808137,0.9956989247311828,0.9946941831320595,0.9946808510638299
SOM,1.5,0.8000000000000003,0.35509138381201044,0.272,0.30804077010192527,0.389,0.43636363636363634,0.384,0.4085106382978723,0.444,1.2288770053475935,1.4117647058823528,1.3261576971214017,1.141388174807198
K-Means (Exclusive),1.5,0.8000000000000003,0.888235294117647,0.906,0.897029702970297,0.896,0.8825910931174089,0.872,0.8772635814889336,0.878,0.9936456015229107,0.9624724061810154,0.9779649197613939,0.9799107142857143
DBSCAN (Density),1.5,0.8000000000000003,0.5,0.008,0.015748031496062992,0.5,0.5025125628140703,1.0,0.6688963210702341,0.505,1.0050251256281406,125.0,42.474916387959865,1.01
Agglomerative (Hierarchical),1.5,0.8000000000000003,0.9051724137931034,0.84,0.8713692946058091,0.876,0.8782961460446247,0.866,0.8721047331319235,0.873,0.9703081232492997,1.030952380952381,1.0008440032609216,0.9965753424657534
GMM (Probabilistic),1.5,0.8000000000000003,0.8864970645792564,0.906,0.8961424332344213,0.895,0.8904665314401623,0.878,0.8841893252769386,0.885,1.004477698821022,0.9690949227373068,0.9866615980739348,0.9888268156424581
SOM,2.0,0.2,0.0,0.0,0.0,0.257,0.5515151515151515,0.546,0.5487437185929648,0.551,0.0,0.0,0.0,2.1439688715953307
K-Means (Exclusive),2.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DBSCAN (Density),2.0,0.2,1.0,1.0,1.0,1.0,0.5843672456575683,0.942,0.7212863705972435,0.636,0.5843672456575683,0.942,0.7212863705972435,0.636
Agglomerative (Hierarchical),2.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMM (Probabilistic),2.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SOM,2.0,0.30000000000000004,0.0,0.0,0.0,0.252,0.4033412887828162,0.338,0.367791077257889,0.419,0.0,0.0,0.0,1.6626984126984126
K-Means (Exclusive),2.0,0.30000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DBSCAN (Density),2.0,0.30000000000000004,1.0,1.0,1.0,1.0,0.5,0.854,0.6307237813884786,0.5,0.5,0.854,0.6307237813884786,0.5
Agglomerative (Hierarchical),2.0,0.30000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GMM (Probabilistic),2.0,0.30000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SOM,2.0,0.4000000000000001,0.1782477341389728,0.118,0.14199759326113118,0.287,0.5673076923076923,0.59,0.5784313725490197,0.57,3.182692307692308,5.0,4.073529411764706,1.9860627177700347
K-Means (Exclusive),2.0,0.4000000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DBSCAN (Density),2.0,0.4000000000000001,1.0,0.004,0.00796812749003984,0.502,0.4979296066252588,0.962,0.6562073669849932,0.496,0.4979296066252588,240.5,82.35402455661664,0.9880478087649402
Agglomerative (Hierarchical),2.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMM (Probabilistic),2.0,0.4000000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SOM,2.0,0.5000000000000001,0.1171875,0.06,0.07936507936507936,0.304,0.5910493827160493,0.766,0.6672473867595818,0.618,5.0436213991769545,12.766666666666667,8.407317073170733,2.0328947368421053
K-Means (Exclusive),2.0,0.5000000000000001,1.0,0.998,0.998998998998999,0.999,0.998,0.998,0.998,0.998,0.998,1.0,0.999,0.998998998998999
DBSCAN (Density),2.0,0.5000000000000001,0.0,0.0,0.0,0.5,0.5050505050505051,1.0,0.6711409395973155,0.51,0.0,0.0,0.0,1.02
Agglomerative (Hierarchical),2.0,0.5000000000000001,0.0,0.0,0.0,0.001,0.9979959919839679,0.996,0.996996996996997,0.997,0.0,0.0,0.0,997.0
GMM (Probabilistic),2.0,0.5000000000000001,1.0,0.998,0.998998998998999,0.999,1.0,0.998,0.998998998998999,0.999,1.0,1.0,1.0,1.0
SOM,2.0,0.6000000000000001,0.34959349593495936,0.258,0.29689298043728424,0.389,0.5579119086460033,0.684,0.6145552560646901,0.571,1.5958875526385674,2.6511627906976747,2.069955494264402,1.4678663239074548
K-Means (Exclusive),2.0,0.6000000000000001,0.9861111111111112,0.994,0.9900398406374502,0.99,0.9860834990059643,0.992,0.9890329012961117,0.989,0.9999719989919637,0.9979879275653923,0.9989829304842013,0.998989898989899
DBSCAN (Density),2.0,0.6000000000000001,0.0,0.0,0.0,0.499,0.5025125628140703,1.0,0.6688963210702341,0.505,0.0,0.0,0.0,1.0120240480961924
Agglomerative (Hierarchical),2.0,0.6000000000000001,0.0,0.0,0.0,0.02,0.002061855670103093,0.002,0.0020304568527918783,0.017,0.0,0.0,0.0,0.8500000000000001
GMM (Probabilistic),2.0,0.6000000000000001,0.9861111111111112,0.994,0.9900398406374502,0.99,0.9861111111111112,0.994,0.9900398406374502,0.99,1.0,1.0,1.0,1.0
SOM,2.0,0.7000000000000002,0.3264094955489614,0.22,0.2628434886499403,0.383,0.6414790996784566,0.798,0.7112299465240641,0.676,1.9652586962876353,3.6272727272727274,2.7059066601847346,1.7650130548302874
K-Means (Exclusive),2.0,0.7000000000000002,0.9878542510121457,0.976,0.9818913480885312,0.982,0.9758551307847082,0.97,0.9729187562688064,0.973,0.9878533496058317,0.9938524590163934,0.9908619300524525,0.9908350305498982
DBSCAN (Density),2.0,0.7000000000000002,0.0,0.0,0.0,0.499,0.49748743718592964,0.99,0.6622073578595318,0.495,0.0,0.0,0.0,0.9919839679358717
Agglomerative (Hierarchical),2.0,0.7000000000000002,0.03488372093023256,0.036,0.03543307086614173,0.02,0.03718199608610567,0.038,0.03758654797230465,0.027,1.065883887801696,1.0555555555555556,1.060775909440598,1.3499999999999999
GMM (Probabilistic),2.0,0.7000000000000002,0.9878296146044625,0.974,0.9808660624370594,0.981,0.9878048780487805,0.972,0.9798387096774194,0.98,0.999974958681825,0.997946611909651,0.9989526064781082,0.9989806320081549
SOM,2.0,0.8000000000000003,0.112,0.056,0.07466666666666667,0.306,0.11650485436893204,0.072,0.08899876390605686,0.263,1.0402219140083218,1.2857142857142856,1.19194773088469,0.8594771241830066
K-Means (Exclusive),2.0,0.8000000000000003,0.9678068410462777,0.962,0.9648946840521565,0.965,0.9665970772442589,0.926,0.9458631256384066,0.947,0.9987499945746293,0.9625779625779627,0.9802760252198455,0.9813471502590674
DBSCAN (Density),2.0,0.8000000000000003,0.42857142857142855,0.006,0.011834319526627219,0.499,0.5,0.99,0.6644295302013423,0.5,1.1666666666666667,165.0,56.144295302013425,1.002004008016032
Agglomerative (Hierarchical),2.0,0.8000000000000003,0.01126126126126126,0.01,0.01059322033898305,0.066,0.938,0.938,0.938,0.938,83.2944,93.8,88.5472,14.212121212121211
GMM (Probabilistic),2.0,0.8000000000000003,0.9676767676767677,0.958,0.9628140703517588,0.963,0.9693877551020408,0.95,0.9595959595959596,0.96,1.0017681394060756,0.9916492693110647,0.9966575989540498,0.9968847352024922
SOM,2.5,0.2,0.06859205776173286,0.038,0.0489060489060489,0.261,0.10032362459546926,0.062,0.07663782447466007,0.253,1.462612842786578,1.631578947368421,1.5670418320213388,0.9693486590038314
K-Means (Exclusive),2.5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DBSCAN (Density),2.5,0.2,1.0,1.0,1.0,1.0,0.5226480836236934,0.6,0.5586592178770949,0.526,0.5226480836236934,0.6,0.5586592178770949,0.526
Agglomerative (Hierarchical),2.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMM (Probabilistic),2.5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SOM,2.5,0.30000000000000004,0.0,0.0,0.0,0.246,0.1918918918918919,0.142,0.1632183908045977,0.272,0.0,0.0,0.0,1.1056910569105691
K-Means (Exclusive),2.5,0.30000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DBSCAN (Density),2.5,0.30000000000000004,1.0,1.0,1.0,1.0,0.5548926014319809,0.93,0.695067264573991,0.592,0.5548926014319809,0.93,0.695067264573991,0.592
Agglomerative (Hierarchical),2.5,0.30000000000000004,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
GMM (Probabilistic),2.5,0.30000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SOM,2.5,0.4000000000000001,0.6535947712418301,1.0,0.7905138339920948,0.735,0.1457725947521866,0.1,0.11862396204033215,0.257,0.2230320699708455,0.1,0.15005931198102018,0.34965986394557824
K-Means (Exclusive),2.5,0.4000000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DBSCAN (Density),2.5,0.4000000000000001,1.0,1.0,1.0,1.0,0.5037433155080214,0.942,0.6564459930313589,0.507,0.5037433155080214,0.942,0.6564459930313589,0.507
Agglomerative (Hierarchical),2.5,0.4000000000000001,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMM (Probabilistic),2.5,0.4000000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SOM,2.5,0.5000000000000001,0.6708860759493671,0.954,0.7877786952931461,0.743,0.17266187050359713,0.096,0.12339331619537275,0.318,0.257363920184607,0.10062893081761007,0.15663449257085577,0.42799461641991926
K-Means (Exclusive),2.5,0.5000000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DBSCAN (Density),2.5,0.5000000000000001,1.0,1.0,1.0,1.0,0.5015353121801432,0.98,0.6635071090047393,0.503,0.5015353121801432,0.98,0.6635071090047393,0.503
Agglomerative (Hierarchical),2.5,0.5000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMM (Probabilistic),2.5,0.5000000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SOM,2.5,0.6000000000000001,0.6896551724137931,1.0,0.8163265306122449,0.775,0.01652892561983471,0.008,0.01078167115902965,0.266,0.02396694214876033,0.008,0.013207547169811321,0.34322580645161294
K-Means (Exclusive),2.5,0.6000000000000001,0.998003992015968,1.0,0.999000999000999,0.999,1.0,0.998,0.998998998998999,0.999,1.002,0.998,0.9999979979979979,1.0
DBSCAN (Density),2.5,0.6000000000000001,0.6666666666666666,0.004,0.007952286282306162,0.501,0.49745676500508645,0.978,0.6594740391099123,0.495,0.7461851475076298,244.5,82.92886041807148,0.9880239520958084
Agglomerative (Hierarchical),2.5,0.6000000000000001,0.0,0.0,0.0,0.001,0.9920477137176938,0.998,0.9950149551345963,0.995,0.0,0.0,0.0,995.0
GMM (Probabilistic),2.5,0.6000000000000001,0.998003992015968,1.0,0.999000999000999,0.999,0.998,0.998,0.998,0.998,0.999996,0.998,0.9989979999999999,0.998998998998999
SOM,2.5,0.7000000000000002,0.3375,0.216,0.2634146341463415,0.396,0.00796812749003984,0.004,0.005326231691078562,0.253,0.023609266637155082,0.018518518518518517,0.020219953642057503,0.6388888888888888
K-Means (Exclusive),2.5,0.7000000000000002,0.992,0.992,0.992,0.992,0.9920159680638723,0.994,0.993006993006993,0.993,1.000016096838581,1.002016129032258,1.0010151139183396,1.001008064516129
DBSCAN (Density),2.5,0.7000000000000002,0.0,0.0,0.0,0.5,0.5015197568389058,0.99,0.6657700067249496,0.503,0.0,0.0,0.0,1.006
Agglomerative (Hierarchical),2.5,0.7000000000000002,0.9920159680638723,0.994,0.993006993006993,0.993,0.9819277108433735,0.978,0.9799599198396793,0.98,0.9898305495624349,0.9839034205231388,0.9868610460357334,0.9869083585095669
GMM (Probabilistic),2.5,0.7000000000000002,0.992,0.992,0.992,0.992,0.9939759036144579,0.99,0.9919839679358717,0.992,1.001991838321026,0.9979838709677419,0.999983838645032,1.0
SOM,2.5,0.8000000000000003,0.5903614457831325,0.588,0.5891783567134269,0.59,0.37254901960784315,0.266,0.3103850641773629,0.409,0.6310524209683873,0.45238095238095244,0.526810023892871,0.6932203389830508
K-Means (Exclusive),2.5,0.8000000000000003,0.9939148073022313,0.98,0.9869083585095669,0.987,0.9898373983739838,0.974,0.9818548387096774,0.982,0.9958976273436204,0.9938775510204082,0.9948794437129691,0.9949341438703141
DBSCAN (Density),2.5,0.8000000000000003,0.5,0.004,0.007936507936507936,0.5,0.5035246727089627,1.0,0.6697923643670463,0.507,1.0070493454179255,250.0,84.39383791024784,1.014
Agglomerative (Hierarchical),2.5,0.8000000000000003,0.9956709956709957,0.92,0.9563409563409564,0.958,0.9877800407331976,0.97,0.9788092835519677,0.979,0.9920747365624724,1.0543478260869565,1.0234940551923837,1.0219206680584552
GMM (Probabilistic),2.5,0.8000000000000003,0.9939148073022313,0.98,0.9869083585095669,0.987,0.9959266802443992,0.978,0.9868819374369324,0.987,1.0020241905316098,0.9979591836734694,0.9999732284437489,1.0
SOM,3.0,0.2,0.0,0.0,0.0,0.156,0.10619469026548672,0.072,0.08581644815256258,0.233,0.0,0.0,0.0,1.4935897435897436
K-Means (Exclusive),3.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DBSCAN (Density),3.0,0.2,1.0,1.0,1.0,1.0,0.5141509433962265,0.436,0.47186147186147187,0.512,0.5141509433962265,0.436,0.47186147186147187,0.512
Agglomerative (Hierarchical),3.0,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
GMM (Probabilistic),3.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SOM,3.0,0.30000000000000004,0.6236559139784946,0.812,0.7054735013032146,0.661,0.6072607260726073,0.736,0.6654611211573237,0.63,0.9737111642198703,0.9064039408866994,0.9432829439065019,0.9531013615733737
K-Means (Exclusive),3.0,0.30000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DBSCAN (Density),3.0,0.30000000000000004,1.0,1.0,1.0,1.0,0.5832205683355887,0.862,0.6957223567393059,0.623,0.5832205683355887,0.862,0.6957223567393059,0.623
Agglomerative (Hierarchical),3.0,0.30000000000000004,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
GMM (Probabilistic),3.0,0.30000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SOM,3.0,0.4000000000000001,0.0,0.0,0.0,0.225,0.4812623274161736,0.488,0.4846077457795432,0.481,0.0,0.0,0.0,2.1377777777777776
K-Means (Exclusive),3.0,0.4000000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DBSCAN (Density),3.0,0.4000000000000001,1.0,1.0,1.0,1.0,0.4912718204488778,0.788,0.6052227342549923,0.486,0.4912718204488778,0.788,0.6052227342549923,0.486
Agglomerative (Hierarchical),3.0,0.4000000000000001,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
GMM (Probabilistic),3.0,0.4000000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SOM,3.0,0.5000000000000001,0.22740524781341107,0.156,0.18505338078291814,0.313,0.5956006768189509,0.704,0.6452795600366636,0.613,2.6191157967807714,4.512820512820513,3.4869914686596633,1.9584664536741214
K-Means (Exclusive),3.0,0.5000000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DBSCAN (Density),3.0,0.5000000000000001,1.0,1.0,1.0,1.0,0.49064906490649063,0.892,0.6330731014904187,0.483,0.49064906490649063,0.892,0.6330731014904187,0.483
Agglomerative (Hierarchical),3.0,0.5000000000000001,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMM (Probabilistic),3.0,0.5000000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SOM,3.0,0.6000000000000001,0.6353135313531353,0.77,0.6962025316455697,0.664,0.3673469387755102,0.252,0.298932384341637,0.409,0.5782136231115823,0.32727272727272727,0.42937560659980584,0.6159638554216866
K-Means (Exclusive),3.0,0.6000000000000001,1.0,1.0,1.0,1.0,1.0,0.996,0.9979959919839679,0.998,1.0,0.996,0.9979959919839679,0.998
DBSCAN (Density),3.0,0.6000000000000001,0.0,0.0,0.0,0.5,0.5108359133126935,0.99,0.673927842069435,0.521,0.0,0.0,0.0,1.042
Agglomerative (Hierarchical),3.0,0.6000000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GMM (Probabilistic),3.0,0.6000000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SOM,3.0,0.7000000000000002,0.6261980830670927,0.784,0.6962699822380106,0.658,0.3355048859934853,0.206,0.2552664188351921,0.399,0.5357807618161271,0.2627551020408163,0.36661988215360497,0.6063829787234043
K-Means (Exclusive),3.0,0.7000000000000002,0.9960159362549801,1.0,0.998003992015968,0.998,0.998003992015968,1.0,0.999000999000999,0.999,1.001996007984032,1.0,1.000999000999001,1.001002004008016
DBSCAN (Density),3.0,0.7000000000000002,1.0,0.002,0.003992015968063872,0.501,0.48770491803278687,0.952,0.6449864498644986,0.476,0.48770491803278687,475.99999999999994,161.5691056910569,0.9500998003992015
Agglomerative (Hierarchical),3.0,0.7000000000000002,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.004
GMM (Probabilistic),3.0,0.7000000000000002,0.9960159362549801,1.0,0.998003992015968,0.998,0.998003992015968,1.0,0.999000999000999,0.999,1.001996007984032,1.0,1.000999000999001,1.001002004008016
SOM,3.0,0.8000000000000003,0.7306002928257687,0.998,0.8436179205409975,0.815,0.6247787610619469,0.706,0.6629107981220658,0.641,0.855158103818256,0.7074148296593186,0.7857950643070178,0.7865030674846627
K-Means (Exclusive),3.0,0.8000000000000003,0.998,0.998,0.998,0.998,0.9940239043824701,0.998,0.9960079840319361,0.996,0.9960159362549801,1.0,0.9980039920159681,0.9979959919839679
DBSCAN (Density),3.0,0.8000000000000003,0.5,0.002,0.00398406374501992,0.5,0.5040983606557377,0.984,0.6666666666666666,0.508,1.0081967213114753,492.0,167.33333333333331,1.016
Agglomerative (Hierarchical),3.0,0.8000000000000003,1.0,0.996,0.9979959919839679,0.998,0.9959839357429718,0.992,0.9939879759519038,0.994,0.9959839357429718,0.9959839357429718,0.9959839357429718,0.9959919839679359
GMM (Probabilistic),3.0,0.8000000000000003,1.0,0.996,0.9979959919839679,0.998,1.0,0.996,0.9979959919839679,0.998,1.0,1.0,1.0,1.0
