method,cluster_distance,cluster_std,simple_precision,simple_recall,simple_f1,simple_accuracy,extended_precision,extended_recall,extended_f1,extended_accuracy,precision_ratio,recall_ratio,f1_ratio,accuracy_ratio
Agglomerative (Hierarchical),1.5,0.7000000000000002,0.03463203463203463,0.032,0.033264033264033266,0.07,0.054466230936819175,0.05,0.05213764337851929,0.091,1.5727124183006538,1.5625,1.567387904066736,1.2999999999999998
GMM (Probabilistic),1.5,0.7000000000000002,0.9136276391554703,0.952,0.9324191968658179,0.931,0.918918918918919,0.952,0.9351669941060904,0.934,1.005791505791506,1.0,1.0029469548133596,1.0032223415682062
SOM,1.5,0.8000000000000003,0.5379537953795379,0.652,0.5895117540687161,0.546,0.536,0.536,0.536,0.536,0.9963680981595093,0.8220858895705522,0.9092269938650307,0.9816849816849816
K-Means (Exclusive),1.5,0.8000000000000003,0.9200819672131147,0.898,0.9089068825910931,0.91,0.8922764227642277,0.878,0.8850806451612904,0.886,0.9697792746301629,0.977728285077951,0.97378583231554,0.9736263736263736
DBSCAN (Density),1.5,0.8000000000000003,0.5714285714285714,0.008,0.015779092702169626,0.501,0.5,1.0,0.6666666666666666,0.5,0.875,125.0,42.24999999999999,0.998003992015968
Agglomerative (Hierarchical),1.5,0.8000000000000003,0.05370843989769821,0.042,0.04713804713804714,0.151,0.09388646288209607,0.086,0.08977035490605428,0.128,1.7480765231856934,2.0476190476190474,1.9044139576498658,0.847682119205298
GMM (Probabilistic),1.5,0.8000000000000003,0.9232365145228216,0.89,0.9063136456211812,0.908,0.917184265010352,0.886,0.901322482197355,0.903,0.9934445297415497,0.9955056179775281,0.9944928960874188,0.9944933920704846
SOM,2.0,0.2,0.6784260515603799,1.0,0.8084074373484236,0.763,0.39172749391727496,0.322,0.3534577387486279,0.411,0.5774063260340633,0.322,0.43722722283205273,0.5386631716906946
K-Means (Exclusive),2.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DBSCAN (Density),2.0,0.2,1.0,1.0,1.0,1.0,0.578125,0.962,0.7222222222222222,0.63,0.578125,0.962,0.7222222222222222,0.63
Agglomerative (Hierarchical),2.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GMM (Probabilistic),2.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SOM,2.0,0.30000000000000004,0.0,0.0,0.0,0.254,0.04609929078014184,0.026,0.03324808184143223,0.244,0.0,0.0,0.0,0.9606299212598425
K-Means (Exclusive),2.0,0.30000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DBSCAN (Density),2.0,0.30000000000000004,1.0,1.0,1.0,1.0,0.47701149425287354,0.83,0.6058394160583942,0.46,0.47701149425287354,0.83,0.6058394160583942,0.46
Agglomerative (Hierarchical),2.0,0.30000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GMM (Probabilistic),2.0,0.30000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SOM,2.0,0.4000000000000001,0.6942496493688639,0.99,0.8161582852431987,0.777,0.22149837133550487,0.136,0.16852540272614622,0.329,0.3190471490145757,0.1373737373737374,0.20648617525940946,0.42342342342342343
K-Means (Exclusive),2.0,0.4000000000000001,1.0,1.0,1.0,1.0,0.998003992015968,1.0,0.999000999000999,0.999,0.998003992015968,1.0,0.999000999000999,0.999
DBSCAN (Density),2.0,0.4000000000000001,1.0,1.0,1.0,1.0,0.4989754098360656,0.974,0.6598915989159891,0.498,0.4989754098360656,0.974,0.6598915989159891,0.498
Agglomerative (Hierarchical),2.0,0.4000000000000001,1.0,1.0,1.0,1.0,1.0,0.998,0.998998998998999,0.999,1.0,0.998,0.998998998998999,0.999
GMM (Probabilistic),2.0,0.4000000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SOM,2.0,0.5000000000000001,0.6450381679389313,0.676,0.66015625,0.652,0.5434027777777778,0.626,0.5817843866171004,0.55,0.8424350756081526,0.9260355029585798,0.8812828578341876,0.843558282208589
K-Means (Exclusive),2.0,0.5000000000000001,0.9979959919839679,0.996,0.996996996996997,0.997,0.9920318725099602,0.996,0.9940119760479041,0.994,0.9940239043824701,1.0,0.9970059880239521,0.9969909729187563
DBSCAN (Density),2.0,0.5000000000000001,0.0,0.0,0.0,0.5,0.5102040816326531,1.0,0.6756756756756757,0.52,0.0,0.0,0.0,1.04
Agglomerative (Hierarchical),2.0,0.5000000000000001,1.0,0.994,0.9969909729187563,0.997,0.9939879759519038,0.992,0.992992992992993,0.993,0.9939879759519038,0.9979879275653923,0.9959899537364326,0.995987963891675
GMM (Probabilistic),2.0,0.5000000000000001,0.9979959919839679,0.996,0.996996996996997,0.997,0.9979959919839679,0.996,0.996996996996997,0.997,1.0,1.0,1.0,1.0
SOM,2.0,0.6000000000000001,0.17829457364341086,0.092,0.12137203166226913,0.334,0.5979899497487438,0.714,0.650865998176846,0.617,3.3539436311994755,7.760869565217391,5.362569854544013,1.8473053892215567
K-Means (Exclusive),2.0,0.6000000000000001,0.994,0.994,0.994,0.994,0.9880239520958084,0.99,0.989010989010989,0.989,0.9939878793720407,0.9959758551307847,0.9949808742565283,0.9949698189134809
DBSCAN (Density),2.0,0.6000000000000001,1.0,0.006,0.011928429423459244,0.503,0.5015197568389058,0.99,0.6657700067249496,0.503,0.5015197568389058,165.0,55.813718897108274,1.0
Agglomerative (Hierarchical),2.0,0.6000000000000001,0.006036217303822937,0.006,0.006018054162487462,0.009,0.9900199600798403,0.992,0.991008991008991,0.991,164.01330671989354,165.33333333333334,164.67266067266067,110.11111111111111
GMM (Probabilistic),2.0,0.6000000000000001,0.994,0.994,0.994,0.994,0.9959839357429718,0.992,0.9939879759519038,0.994,1.0019959112102332,0.9979879275653923,0.9999879033721366,1.0
SOM,2.0,0.7000000000000002,0.007194244604316547,0.004,0.005141388174807198,0.226,0.3930232558139535,0.338,0.3634408602150538,0.408,54.63023255813953,84.5,70.68924731182797,1.8053097345132743
K-Means (Exclusive),2.0,0.7000000000000002,0.9839357429718876,0.98,0.9819639278557114,0.982,0.9607072691552063,0.978,0.9692765113974232,0.969,0.976392285794475,0.9979591836734694,0.9870795493618657,0.9867617107942973
DBSCAN (Density),2.0,0.7000000000000002,0.5,0.004,0.007936507936507936,0.5,0.5025125628140703,1.0,0.6688963210702341,0.505,1.0050251256281406,250.0,84.28093645484951,1.01
Agglomerative (Hierarchical),2.0,0.7000000000000002,0.9874739039665971,0.946,0.9662921348314607,0.967,0.02620967741935484,0.026,0.02610441767068273,0.03,0.026542146900361455,0.02748414376321353,0.027015036891753056,0.031023784901758014
GMM (Probabilistic),2.0,0.7000000000000002,0.9839357429718876,0.98,0.9819639278557114,0.982,0.9819277108433735,0.978,0.9799599198396793,0.98,0.9979591836734694,0.9979591836734694,0.9979591836734694,0.9979633401221996
SOM,2.0,0.8000000000000003,0.670344827586207,0.972,0.793469387755102,0.747,0.08532423208191127,0.05,0.06305170239596469,0.257,0.1272840910686948,0.051440329218107,0.07946330806075798,0.34404283801874164
K-Means (Exclusive),2.0,0.8000000000000003,0.9566929133858267,0.972,0.9642857142857143,0.964,0.9603960396039604,0.97,0.9651741293532339,0.965,1.003870757446115,0.9979423868312757,1.0009213193292796,1.0010373443983402
DBSCAN (Density),2.0,0.8000000000000003,0.3333333333333333,0.002,0.003976143141153081,0.499,0.5,1.0,0.6666666666666666,0.5,1.5,500.0,167.66666666666669,1.002004008016032
Agglomerative (Hierarchical),2.0,0.8000000000000003,0.05360824742268041,0.052,0.05279187817258883,0.067,0.023404255319148935,0.022,0.02268041237113402,0.052,0.43657937806873975,0.4230769230769231,0.4296193497224425,0.7761194029850745
GMM (Probabilistic),2.0,0.8000000000000003,0.9641434262948207,0.968,0.9660678642714571,0.966,0.9698795180722891,0.966,0.9679358717434869,0.968,1.0059494175047297,0.9979338842975206,1.001933619304725,1.0020703933747412
SOM,2.5,0.2,0.7142857142857143,1.0,0.8333333333333334,0.8,0.579064587973274,0.52,0.547945205479452,0.571,0.8106904231625836,0.52,0.6575342465753424,0.7137499999999999
K-Means (Exclusive),2.5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DBSCAN (Density),2.5,0.2,1.0,1.0,1.0,1.0,0.6500672947510094,0.966,0.7771520514883347,0.723,0.6500672947510094,0.966,0.7771520514883347,0.723
Agglomerative (Hierarchical),2.5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GMM (Probabilistic),2.5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SOM,2.5,0.30000000000000004,0.0,0.0,0.0,0.238,0.03125,0.018,0.02284263959390863,0.23,0.0,0.0,0.0,0.9663865546218489
K-Means (Exclusive),2.5,0.30000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DBSCAN (Density),2.5,0.30000000000000004,1.0,1.0,1.0,1.0,0.4969843184559711,0.824,0.6200150489089541,0.495,0.4969843184559711,0.824,0.6200150489089541,0.495
Agglomerative (Hierarchical),2.5,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMM (Probabilistic),2.5,0.30000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SOM,2.5,0.4000000000000001,0.11217948717948718,0.07,0.08620689655172414,0.258,0.6521060842433697,0.836,0.7326906222611744,0.695,5.813059950969467,11.942857142857141,8.499211218229624,2.693798449612403
K-Means (Exclusive),2.5,0.4000000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DBSCAN (Density),2.5,0.4000000000000001,1.0,1.0,1.0,1.0,0.5134831460674157,0.914,0.6575539568345323,0.524,0.5134831460674157,0.914,0.6575539568345323,0.524
Agglomerative (Hierarchical),2.5,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMM (Probabilistic),2.5,0.4000000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SOM,2.5,0.5000000000000001,0.0,0.0,0.0,0.227,0.6437007874015748,0.654,0.6488095238095238,0.646,0.0,0.0,0.0,2.845814977973568
K-Means (Exclusive),2.5,0.5000000000000001,1.0,1.0,1.0,1.0,0.9960159362549801,1.0,0.998003992015968,0.998,0.9960159362549801,1.0,0.998003992015968,0.998
DBSCAN (Density),2.5,0.5000000000000001,0.0,0.0,0.0,0.5,0.49584199584199584,0.954,0.652530779753762,0.492,0.0,0.0,0.0,0.984
Agglomerative (Hierarchical),2.5,0.5000000000000001,0.998003992015968,1.0,0.999000999000999,0.999,0.998003992015968,1.0,0.999000999000999,0.999,1.0,1.0,1.0,1.0
GMM (Probabilistic),2.5,0.5000000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SOM,2.5,0.6000000000000001,0.7320644216691069,1.0,0.8453085376162299,0.817,0.6681614349775785,0.894,0.7647562018819504,0.725,0.9127085201793722,0.894,0.9047065868263473,0.8873929008567931
K-Means (Exclusive),2.5,0.6000000000000001,0.9960159362549801,1.0,0.998003992015968,0.998,0.9940357852882704,1.0,0.9970089730807578,0.997,0.9980119284294235,1.0,0.9990029910269194,0.998997995991984
DBSCAN (Density),2.5,0.6000000000000001,0.0,0.0,0.0,0.5,0.48927477017364657,0.958,0.6477349560513861,0.479,0.0,0.0,0.0,0.958
Agglomerative (Hierarchical),2.5,0.6000000000000001,0.998003992015968,1.0,0.999000999000999,0.999,0.9940357852882704,1.0,0.9970089730807578,0.997,0.996023856858847,1.0,0.9980059820538385,0.997997997997998
GMM (Probabilistic),2.5,0.6000000000000001,0.998003992015968,1.0,0.999000999000999,0.999,0.9940357852882704,1.0,0.9970089730807578,0.997,0.996023856858847,1.0,0.9980059820538385,0.997997997997998
SOM,2.5,0.7000000000000002,0.010309278350515464,0.006,0.007585335018963337,0.215,0.569060773480663,0.618,0.5925215723873442,0.575,55.19889502762431,103.0,78.11409395973153,2.6744186046511627
K-Means (Exclusive),2.5,0.7000000000000002,0.9959595959595959,0.986,0.9909547738693467,0.991,0.9959595959595959,0.986,0.9909547738693467,0.991,1.0,1.0,1.0,1.0
DBSCAN (Density),2.5,0.7000000000000002,0.0,0.0,0.0,0.5,0.5061349693251533,0.99,0.6698240866035182,0.512,0.0,0.0,0.0,1.024
Agglomerative (Hierarchical),2.5,0.7000000000000002,0.9959514170040485,0.984,0.9899396378269618,0.99,0.011928429423459244,0.012,0.011964107676969093,0.009,0.011976918973961111,0.012195121951219513,0.012085694137100892,0.00909090909090909
GMM (Probabilistic),2.5,0.7000000000000002,0.9959595959595959,0.986,0.9909547738693467,0.991,0.9959677419354839,0.988,0.9919678714859438,0.992,1.0000081790224433,1.002028397565923,1.001022344957925,1.0010090817356205
SOM,2.5,0.8000000000000003,0.6424501424501424,0.902,0.7504159733777038,0.7,0.5488029465930019,0.596,0.5714285714285714,0.553,0.8542342982445396,0.6607538802660753,0.7614824200190053,0.7900000000000001
K-Means (Exclusive),2.5,0.8000000000000003,0.9821073558648111,0.988,0.9850448654037887,0.985,0.9779559118236473,0.976,0.9769769769769769,0.977,0.9957729223629445,0.9878542510121457,0.9918096233885707,0.9918781725888325
DBSCAN (Density),2.5,0.8000000000000003,0.0,0.0,0.0,0.499,0.4939271255060729,0.976,0.6559139784946236,0.488,0.0,0.0,0.0,0.9779559118236473
Agglomerative (Hierarchical),2.5,0.8000000000000003,0.9759519038076152,0.974,0.974974974974975,0.975,0.9760956175298805,0.98,0.9780439121756487,0.978,1.0001472549228139,1.0061601642710472,1.0031477086893974,1.003076923076923
GMM (Probabilistic),2.5,0.8000000000000003,0.9821073558648111,0.988,0.9850448654037887,0.985,0.9860279441117764,0.988,0.987012987012987,0.987,1.0039920159680638,1.0,1.001998001998002,1.0020304568527918
SOM,3.0,0.2,0.0,0.0,0.0,0.271,0.46296296296296297,0.45,0.4563894523326572,0.464,0.0,0.0,0.0,1.7121771217712176
K-Means (Exclusive),3.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DBSCAN (Density),3.0,0.2,1.0,1.0,1.0,1.0,0.68688293370945,0.974,0.8056244830438379,0.765,0.68688293370945,0.974,0.8056244830438379,0.765
Agglomerative (Hierarchical),3.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GMM (Probabilistic),3.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SOM,3.0,0.30000000000000004,0.580046403712297,1.0,0.7342143906020558,0.638,0.015384615384615385,0.008,0.010526315789473684,0.248,0.026523076923076924,0.008,0.014336842105263157,0.3887147335423197
K-Means (Exclusive),3.0,0.30000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DBSCAN (Density),3.0,0.30000000000000004,1.0,1.0,1.0,1.0,0.5698924731182796,0.954,0.7135377711293942,0.617,0.5698924731182796,0.954,0.7135377711293942,0.617
Agglomerative (Hierarchical),3.0,0.30000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GMM (Probabilistic),3.0,0.30000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SOM,3.0,0.4000000000000001,0.09765625,0.05,0.06613756613756613,0.294,0.568738229755179,0.604,0.585838991270611,0.573,5.823879472693033,12.079999999999998,8.85788554801164,1.9489795918367347
K-Means (Exclusive),3.0,0.4000000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DBSCAN (Density),3.0,0.4000000000000001,1.0,1.0,1.0,1.0,0.4912472647702407,0.898,0.635077793493635,0.484,0.4912472647702407,0.898,0.635077793493635,0.484
Agglomerative (Hierarchical),3.0,0.4000000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GMM (Probabilistic),3.0,0.4000000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SOM,3.0,0.5000000000000001,0.003816793893129771,0.002,0.0026246719160104987,0.24,0.6519410977242303,0.974,0.781074578989575,0.727,170.80856760374834,487.0,297.5894145950281,3.029166666666667
K-Means (Exclusive),3.0,0.5000000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DBSCAN (Density),3.0,0.5000000000000001,1.0,1.0,1.0,1.0,0.506806282722513,0.968,0.6652920962199312,0.513,0.506806282722513,0.968,0.6652920962199312,0.513
Agglomerative (Hierarchical),3.0,0.5000000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GMM (Probabilistic),3.0,0.5000000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SOM,3.0,0.6000000000000001,0.6884561891515995,0.99,0.8121410992616899,0.771,0.6752136752136753,0.948,0.7886855241264559,0.746,0.9807649140982475,0.9575757575757575,0.9711188423334846,0.9675745784695201
K-Means (Exclusive),3.0,0.6000000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DBSCAN (Density),3.0,0.6000000000000001,1.0,1.0,1.0,1.0,0.508937960042061,0.968,0.6671261199172984,0.517,0.508937960042061,0.968,0.6671261199172984,0.517
Agglomerative (Hierarchical),3.0,0.6000000000000001,1.0,1.0,1.0,1.0,0.001996007984031936,0.002,0.001998001998001998,0.001,0.001996007984031936,0.002,0.001998001998001998,0.001
GMM (Probabilistic),3.0,0.6000000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SOM,3.0,0.7000000000000002,0.3871866295264624,0.278,0.32363213038416766,0.419,0.45722713864306785,0.31,0.3694874851013111,0.471,1.1808959911716645,1.1151079136690647,1.1416897471295906,1.1241050119331741
K-Means (Exclusive),3.0,0.7000000000000002,0.9960159362549801,1.0,0.998003992015968,0.998,0.9960159362549801,1.0,0.998003992015968,0.998,1.0,1.0,1.0,1.0
DBSCAN (Density),3.0,0.7000000000000002,0.0,0.0,0.0,0.5,0.5051546391752577,0.98,0.6666666666666666,0.51,0.0,0.0,0.0,1.02
Agglomerative (Hierarchical),3.0,0.7000000000000002,0.002008032128514056,0.002,0.002004008016032064,0.004,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.25
GMM (Probabilistic),3.0,0.7000000000000002,0.9960159362549801,1.0,0.998003992015968,0.998,0.9960159362549801,1.0,0.998003992015968,0.998,1.0,1.0,1.0,1.0
SOM,3.0,0.8000000000000003,0.6607142857142857,0.962,0.7833876221498371,0.734,0.36944444444444446,0.266,0.30930232558139537,0.406,0.5591591591591591,0.2765072765072765,0.39482666924527393,0.5531335149863761
K-Means (Exclusive),3.0,0.8000000000000003,0.9920477137176938,0.998,0.9950149551345963,0.995,0.9920634920634921,1.0,0.9960159362549801,0.996,1.0000159048255242,1.002004008016032,1.0010059960558566,1.0010050251256282
DBSCAN (Density),3.0,0.8000000000000003,1.0,0.002,0.003992015968063872,0.501,0.5025125628140703,1.0,0.6688963210702341,0.505,0.5025125628140703,500.0,167.55852842809367,1.0079840319361277
Agglomerative (Hierarchical),3.0,0.8000000000000003,0.0020161290322580645,0.002,0.002008032128514056,0.006,0.9900596421471173,0.996,0.9930209371884346,0.993,491.0695825049702,498.0,494.5244267198405,165.5
GMM (Probabilistic),3.0,0.8000000000000003,0.9920634920634921,1.0,0.9960159362549801,0.996,0.9920634920634921,1.0,0.9960159362549801,0.996,1.0,1.0,1.0,1.0
